id,nombre,edad,genero,ciudad,comentario,categoria_del_problema,nivel_de_urgencia,acceso_a_internet,atencion_previa_del_gobierno,zona_rural,año_del_reporte,mes_del_reporte
5686,Valentina,31,Otro,Medellín,necesitamos más acceso a internet en la zona.,Medio Ambiente,No urgente,0,1,0,2023,5
5687,Valentina,72,F,Bucaramanga,las calles están muy oscuras y peligrosas.,Salud,No urgente,1,1,1,2023,6
5688,Pedro,39,Otro,Bucaramanga,queremos más presencia policial.,Salud,No urgente,0,1,1,2023,12
5689,Laura,23,F,Bucaramanga,no tenemos centros culturales ni bibliotecas.,Educación,Urgente,0,1,0,2024,9
5690,María,68,M,Manizales,la contaminación del río está aumentando.,Seguridad,Urgente,0,0,0,2023,1
5691,Pedro,34,M,Santa Marta,no tenemos centros culturales ni bibliotecas.,Medio Ambiente,No urgente,1,0,0,2023,11
5692,María,33,Otro,Manizales,Sin Comentario,Salud,No urgente,0,0,0,2024,7
5693,Sofía,45,F,Cúcuta,no hay suficientes escuelas públicas.,Salud,No urgente,1,0,1,2024,9
5694,Juan,33,Otro,Pereira,hay problemas con la recolección de basura.,Seguridad,Urgente,0,0,0,2024,7
5695,María,41,Otro,Manizales,queremos más presencia policial.,Salud,Urgente,1,0,1,2024,4
5696,Pedro,55,Otro,Bogotá,queremos más presencia policial.,Salud,No urgente,0,1,1,2024,4
5697,Camilo,48,F,Santa Marta,hay problemas con la recolección de basura.,Seguridad,No urgente,1,1,1,2023,12
5698,María,44,F,Cali,las basuras no se recogen a tiempo.,Seguridad,Urgente,0,1,1,2023,11
5699,Ana,22,M,Santa Marta,no hay suficientes escuelas públicas.,Educación,No urgente,0,0,0,2024,10
5700,Laura,65,M,Barranquilla,la contaminación del río está aumentando.,Educación,No urgente,0,0,1,2024,10
5701,Laura,75,M,Bucaramanga,hay problemas con la recolección de basura.,Educación,Urgente,0,0,0,2024,10
5702,Valentina,31,F,Santa Marta,la contaminación del río está aumentando.,Seguridad,Urgente,0,1,0,2024,7
5703,Pedro,53,F,Cúcuta,falta agua potable en varias casas.,Salud,Urgente,0,1,1,2024,6
5704,Sofía,15,F,Cartagena,queremos más presencia policial.,Medio Ambiente,No urgente,1,0,0,2023,12
5705,Ana,21,F,Cúcuta,la contaminación del río está aumentando.,Medio Ambiente,No urgente,1,1,0,2023,9
5706,Carlos,50,F,Bucaramanga,hay problemas con la recolección de basura.,Educación,No urgente,0,1,1,2023,12
5707,Valentina,27,F,Cúcuta,no tenemos centros culturales ni bibliotecas.,Salud,Urgente,0,0,0,2024,1
5708,Laura,41,F,Medellín,falta agua potable en varias casas.,Salud,No urgente,0,0,1,2024,1
5709,Camilo,15,F,Barranquilla,las calles están muy oscuras y peligrosas.,Medio Ambiente,No urgente,0,1,1,2024,1
5710,Juan,57,M,Cartagena,faltan médicos en el centro de salud.,Seguridad,Urgente,1,0,0,2024,2
5711,Camilo,26,F,Pereira,queremos más presencia policial.,Seguridad,No urgente,1,1,0,2023,11
5712,Sofía,42,F,Manizales,falta agua potable en varias casas.,Salud,Urgente,0,1,1,2024,7
5713,Camilo,15,Otro,Santa Marta,hay problemas con la recolección de basura.,Medio Ambiente,Urgente,1,1,1,2024,4
5714,Pedro,53,F,Cartagena,falta agua potable en varias casas.,Seguridad,Urgente,0,0,0,2024,7
5715,Camilo,33,F,Manizales,queremos más presencia policial.,Salud,No urgente,1,0,0,2024,3
5716,Ana,19,M,Medellín,queremos más presencia policial.,Seguridad,No urgente,1,1,1,2023,8
5717,Juan,48,F,Santa Marta,las calles están muy oscuras y peligrosas.,Salud,Urgente,1,0,0,2023,10
5718,Ana,31,M,Pereira,faltan médicos en el centro de salud.,Salud,Urgente,1,1,1,2024,1
5719,Ana,44,M,Medellín,necesitamos más acceso a internet en la zona.,Medio Ambiente,Urgente,1,0,0,2024,7
5720,María,59,Otro,Cúcuta,falta agua potable en varias casas.,Medio Ambiente,No urgente,0,0,1,2023,3
5721,Camilo,19,M,Cartagena,las calles están muy oscuras y peligrosas.,Medio Ambiente,Urgente,1,1,0,2023,11
5722,Laura,73,M,Barranquilla,no hay suficientes escuelas públicas.,Educación,No urgente,0,1,1,2023,11
5723,Ana,26,M,Cartagena,no hay suficientes escuelas públicas.,Seguridad,Urgente,0,1,0,2023,9
5724,Laura,74,M,Cúcuta,queremos más presencia policial.,Educación,Urgente,0,1,1,2024,7
5725,Laura,69,Otro,Cúcuta,queremos más presencia policial.,Salud,No urgente,0,0,0,2024,8
5726,Laura,21,M,Cali,la contaminación del río está aumentando.,Educación,No urgente,1,1,0,2023,4
5727,Juan,23,F,Bucaramanga,la contaminación del río está aumentando.,Seguridad,No urgente,1,1,0,2024,7
5728,Pedro,20,M,Cartagena,falta agua potable en varias casas.,Salud,No urgente,0,0,0,2023,4
5729,María,59,Otro,Medellín,necesitamos más acceso a internet en la zona.,Educación,No urgente,1,1,0,2024,3
5730,Carlos,32,M,Cúcuta,queremos más presencia policial.,Medio Ambiente,No urgente,1,0,1,2023,9
5731,Juan,17,Otro,Cartagena,falta agua potable en varias casas.,Seguridad,Urgente,1,0,0,2023,7
5732,Sofía,32,M,Cartagena,hay problemas con la recolección de basura.,Salud,Urgente,1,1,1,2024,7
5733,María,29,M,Bogotá,necesitamos más acceso a internet en la zona.,Seguridad,No urgente,1,1,0,2024,11
5734,Juan,75,Otro,Bucaramanga,queremos más presencia policial.,Salud,Urgente,1,0,1,2023,10
5735,María,28,M,Cali,no hay suficientes escuelas públicas.,Medio Ambiente,Urgente,1,0,0,2023,8
5736,Juan,58,F,Cúcuta,queremos más presencia policial.,Medio Ambiente,No urgente,0,1,0,2023,12
5737,Valentina,55,Otro,Bucaramanga,las calles están muy oscuras y peligrosas.,Educación,No urgente,1,1,0,2023,2
5738,Sofía,35,F,Manizales,no hay suficientes escuelas públicas.,Educación,No urgente,1,0,0,2023,12
5739,Sofía,69,F,Bogotá,no hay suficientes escuelas públicas.,Salud,Urgente,1,0,0,2024,3
5740,Ana,63,F,Medellín,queremos más presencia policial.,Educación,Urgente,1,1,0,2024,4
5741,Jorge,68,M,Manizales,las calles están muy oscuras y peligrosas.,Medio Ambiente,No urgente,1,1,1,2023,10
5742,Camilo,48,M,Cartagena,no hay suficientes escuelas públicas.,Educación,No urgente,1,1,1,2023,7
5743,María,58,Otro,Bucaramanga,necesitamos más acceso a internet en la zona.,Salud,Urgente,0,0,1,2023,1
5744,Laura,44,M,Bucaramanga,no tenemos centros culturales ni bibliotecas.,Seguridad,No urgente,1,1,1,2024,5
5745,Laura,67,Otro,Santa Marta,faltan médicos en el centro de salud.,Salud,Urgente,1,0,0,2024,3
5746,Sofía,27,F,Bogotá,las basuras no se recogen a tiempo.,Educación,Urgente,0,1,1,2024,5
5747,María,73,M,Cartagena,no hay suficientes escuelas públicas.,Salud,No urgente,0,0,0,2024,2
5748,María,74,Otro,Cartagena,no hay suficientes escuelas públicas.,Medio Ambiente,No urgente,1,1,0,2024,7
5749,María,76,Otro,Cúcuta,las basuras no se recogen a tiempo.,Salud,No urgente,1,0,1,2024,2
5750,Ana,20,F,Manizales,no hay suficientes escuelas públicas.,Seguridad,Urgente,0,0,1,2024,7
5751,Jorge,64,Otro,Cartagena,necesitamos más acceso a internet en la zona.,Seguridad,Urgente,0,0,0,2023,12
5752,María,19,M,Manizales,no tenemos centros culturales ni bibliotecas.,Seguridad,Urgente,0,0,0,2024,11
5753,Jorge,48,M,Cúcuta,queremos más presencia policial.,Salud,No urgente,1,1,1,2024,7
5754,Carlos,74,Otro,Santa Marta,necesitamos más acceso a internet en la zona.,Seguridad,Urgente,1,1,0,2024,9
5755,María,64,M,Barranquilla,no hay suficientes escuelas públicas.,Medio Ambiente,No urgente,0,0,1,2024,10
5756,Carlos,29,M,Cúcuta,la contaminación del río está aumentando.,Educación,Urgente,0,1,0,2023,2
5757,Valentina,64,F,Medellín,no tenemos centros culturales ni bibliotecas.,Educación,No urgente,1,1,0,2023,7
5758,Carlos,72,Otro,Manizales,las calles están muy oscuras y peligrosas.,Seguridad,Urgente,1,0,1,2023,7
5759,Ana,51,M,Bogotá,queremos más presencia policial.,Seguridad,No urgente,1,1,1,2023,7
5760,Laura,79,M,Pereira,no tenemos centros culturales ni bibliotecas.,Seguridad,Urgente,0,0,0,2023,6
5761,Laura,20,M,Bogotá,las basuras no se recogen a tiempo.,Medio Ambiente,No urgente,1,1,0,2023,7
5762,Ana,27,F,Santa Marta,las calles están muy oscuras y peligrosas.,Educación,No urgente,1,0,1,2024,6
5763,Juan,48,Otro,Bogotá,necesitamos más acceso a internet en la zona.,Medio Ambiente,Urgente,1,1,0,2023,2
5764,Jorge,34,M,Barranquilla,faltan médicos en el centro de salud.,Salud,No urgente,1,0,1,2023,3
5765,Camilo,63,F,Pereira,falta agua potable en varias casas.,Seguridad,Urgente,1,1,1,2024,1
5766,Jorge,38,M,Medellín,no tenemos centros culturales ni bibliotecas.,Medio Ambiente,No urgente,1,0,1,2023,7
5767,María,42,F,Cali,falta agua potable en varias casas.,Educación,Urgente,1,0,1,2023,4
5768,Pedro,65,Otro,Santa Marta,no tenemos centros culturales ni bibliotecas.,Salud,Urgente,1,0,0,2023,2
5769,Carlos,71,Otro,Bucaramanga,no tenemos centros culturales ni bibliotecas.,Educación,No urgente,0,0,0,2023,7
5770,Ana,24,F,Bogotá,necesitamos más acceso a internet en la zona.,Salud,Urgente,0,0,0,2024,10
5771,Laura,48,Otro,Barranquilla,las calles están muy oscuras y peligrosas.,Seguridad,No urgente,1,0,1,2024,12
5772,Valentina,58,Otro,Manizales,faltan médicos en el centro de salud.,Seguridad,No urgente,0,0,0,2024,2
5773,Laura,48,M,Cali,Sin Comentario,Salud,Urgente,1,1,1,2023,2
5774,Juan,30,F,Cartagena,necesitamos más acceso a internet en la zona.,Seguridad,No urgente,1,0,0,2024,11
5775,Camilo,40,Otro,Bogotá,necesitamos más acceso a internet en la zona.,Seguridad,Urgente,0,0,0,2023,7
5776,Camilo,48,F,Medellín,faltan médicos en el centro de salud.,Seguridad,Urgente,0,1,0,2024,6
5777,Laura,77,M,Cartagena,falta agua potable en varias casas.,Medio Ambiente,No urgente,1,1,1,2024,4
5778,Pedro,79,F,Santa Marta,necesitamos más acceso a internet en la zona.,Salud,No urgente,0,0,1,2024,5
5779,Ana,68,Otro,Barranquilla,queremos más presencia policial.,Salud,Urgente,1,1,1,2023,12
5780,María,60,F,Pereira,necesitamos más acceso a internet en la zona.,Educación,Urgente,0,0,1,2024,7
5781,Sofía,37,Otro,Cúcuta,la contaminación del río está aumentando.,Medio Ambiente,No urgente,0,1,1,2024,9
5782,Carlos,26,Otro,Medellín,Sin Comentario,Educación,Urgente,0,1,1,2024,9
5783,María,26,Otro,Pereira,la contaminación del río está aumentando.,Seguridad,Urgente,1,0,0,2023,1
5784,Ana,29,Otro,Cartagena,faltan médicos en el centro de salud.,Seguridad,Urgente,1,0,1,2024,2
5785,Sofía,69,Otro,Medellín,no tenemos centros culturales ni bibliotecas.,Educación,No urgente,1,1,1,2023,2
5786,Carlos,52,F,Cúcuta,falta agua potable en varias casas.,Salud,Urgente,1,0,1,2023,11
5787,Valentina,27,Otro,Santa Marta,Sin Comentario,Educación,No urgente,0,0,1,2024,1
5788,Camilo,27,M,Cúcuta,queremos más presencia policial.,Seguridad,No urgente,1,0,1,2024,2
5789,Valentina,73,F,Medellín,no hay suficientes escuelas públicas.,Educación,No urgente,1,1,1,2023,12
5790,Laura,63,Otro,Pereira,necesitamos más acceso a internet en la zona.,Seguridad,No urgente,1,1,1,2024,7
5791,Valentina,78,Otro,Barranquilla,hay problemas con la recolección de basura.,Salud,Urgente,0,1,1,2023,10
5792,Ana,51,M,Bogotá,no hay suficientes escuelas públicas.,Educación,Urgente,0,1,0,2023,4
5793,Ana,48,F,Barranquilla,necesitamos más acceso a internet en la zona.,Salud,No urgente,1,1,1,2023,9
5794,Juan,60,M,Pereira,faltan médicos en el centro de salud.,Seguridad,No urgente,1,1,0,2023,11
5795,Laura,65,Otro,Pereira,la contaminación del río está aumentando.,Educación,No urgente,1,0,1,2024,2
5796,Valentina,76,Otro,Bogotá,hay problemas con la recolección de basura.,Seguridad,No urgente,1,0,0,2023,10
5797,Laura,41,Otro,Cartagena,las basuras no se recogen a tiempo.,Salud,No urgente,1,1,1,2023,9
5798,Carlos,79,F,Santa Marta,queremos más presencia policial.,Seguridad,Urgente,0,0,1,2024,1
5799,Laura,38,Otro,Cúcuta,las calles están muy oscuras y peligrosas.,Seguridad,Urgente,1,1,1,2024,2
5800,Laura,41,Otro,Pereira,no tenemos centros culturales ni bibliotecas.,Salud,No urgente,1,1,0,2023,9
5801,Pedro,79,Otro,Cali,hay problemas con la recolección de basura.,Seguridad,No urgente,0,1,1,2023,10
5802,Jorge,18,M,Cali,las calles están muy oscuras y peligrosas.,Educación,Urgente,1,0,1,2023,11
5803,Camilo,20,Otro,Cali,no tenemos centros culturales ni bibliotecas.,Seguridad,No urgente,0,0,0,2024,3
5804,María,37,Otro,Bogotá,no hay suficientes escuelas públicas.,Educación,No urgente,1,0,0,2023,6
5805,Ana,40,M,Manizales,necesitamos más acceso a internet en la zona.,Salud,Urgente,1,0,0,2023,1
5806,Camilo,42,F,Pereira,necesitamos más acceso a internet en la zona.,Salud,No urgente,0,0,0,2023,11
5807,Laura,29,Otro,Bogotá,Sin Comentario,Salud,Urgente,0,1,0,2024,2
5808,Carlos,40,M,Santa Marta,no hay suficientes escuelas públicas.,Salud,No urgente,1,1,1,2023,3
5809,Valentina,33,F,Medellín,faltan médicos en el centro de salud.,Educación,Urgente,0,1,0,2024,10
5810,Juan,21,M,Bogotá,queremos más presencia policial.,Seguridad,No urgente,0,0,1,2024,7
5811,Pedro,48,Otro,Cúcuta,hay problemas con la recolección de basura.,Educación,No urgente,1,1,1,2023,10
5812,María,50,Otro,Cúcuta,no tenemos centros culturales ni bibliotecas.,Medio Ambiente,No urgente,1,0,1,2023,4
5813,Camilo,38,F,Cúcuta,falta agua potable en varias casas.,Medio Ambiente,Urgente,0,1,0,2024,7
5814,Sofía,48,Otro,Santa Marta,falta agua potable en varias casas.,Medio Ambiente,Urgente,1,1,0,2024,10
5815,Juan,47,Otro,Manizales,la contaminación del río está aumentando.,Salud,No urgente,1,1,0,2023,6
5816,Sofía,75,F,Medellín,la contaminación del río está aumentando.,Educación,No urgente,1,0,0,2023,11
5817,Jorge,29,F,Cali,queremos más presencia policial.,Medio Ambiente,No urgente,1,0,1,2024,3
5818,María,48,M,Pereira,no hay suficientes escuelas públicas.,Seguridad,No urgente,1,0,1,2023,4
5819,Ana,31,Otro,Pereira,Sin Comentario,Medio Ambiente,Urgente,0,0,0,2024,7
5820,Jorge,37,M,Bogotá,hay problemas con la recolección de basura.,Medio Ambiente,No urgente,0,1,0,2023,11
5821,Jorge,53,M,Cartagena,hay problemas con la recolección de basura.,Seguridad,Urgente,1,1,0,2024,10
5822,Jorge,49,Otro,Barranquilla,no hay suficientes escuelas públicas.,Educación,No urgente,1,1,1,2023,11
5823,Carlos,18,F,Pereira,las basuras no se recogen a tiempo.,Seguridad,No urgente,0,1,1,2023,1
5824,Carlos,63,M,Cúcuta,no tenemos centros culturales ni bibliotecas.,Medio Ambiente,No urgente,1,1,0,2024,3
5825,Pedro,80,F,Barranquilla,las calles están muy oscuras y peligrosas.,Medio Ambiente,No urgente,0,1,1,2024,2
5826,Camilo,37,Otro,Cartagena,no hay suficientes escuelas públicas.,Seguridad,No urgente,0,0,0,2024,3
5827,Ana,33,Otro,Santa Marta,necesitamos más acceso a internet en la zona.,Salud,Urgente,1,0,0,2023,8
5828,Valentina,31,Otro,Santa Marta,falta agua potable en varias casas.,Medio Ambiente,No urgente,1,0,0,2023,8
5829,Laura,47,M,Cali,queremos más presencia policial.,Seguridad,No urgente,0,0,0,2023,1
5830,María,19,F,Santa Marta,no hay suficientes escuelas públicas.,Medio Ambiente,Urgente,0,0,0,2023,6
5831,Camilo,32,F,Cali,las basuras no se recogen a tiempo.,Educación,Urgente,0,1,0,2023,12
5832,Jorge,71,Otro,Santa Marta,Sin Comentario,Salud,Urgente,1,0,0,2023,4
5833,Ana,69,M,Barranquilla,faltan médicos en el centro de salud.,Medio Ambiente,Urgente,0,0,0,2024,5
5834,Sofía,28,Otro,Santa Marta,las basuras no se recogen a tiempo.,Seguridad,Urgente,1,1,1,2024,10
5835,Laura,16,M,Cali,necesitamos más acceso a internet en la zona.,Seguridad,Urgente,0,1,1,2023,7
5836,Ana,38,M,Santa Marta,la contaminación del río está aumentando.,Educación,Urgente,1,1,1,2023,11
5837,Juan,34,F,Barranquilla,queremos más presencia policial.,Salud,Urgente,0,1,0,2023,2
5838,Pedro,62,F,Cartagena,no tenemos centros culturales ni bibliotecas.,Medio Ambiente,Urgente,1,0,0,2024,8
5839,Laura,37,M,Pereira,faltan médicos en el centro de salud.,Medio Ambiente,Urgente,0,1,0,2023,6
5840,Laura,74,F,Barranquilla,no tenemos centros culturales ni bibliotecas.,Medio Ambiente,Urgente,0,0,1,2024,6
5841,María,65,Otro,Bogotá,hay problemas con la recolección de basura.,Medio Ambiente,Urgente,0,1,0,2023,9
5842,Jorge,49,F,Bogotá,las calles están muy oscuras y peligrosas.,Medio Ambiente,No urgente,1,1,0,2024,7
5843,Valentina,27,Otro,Manizales,las calles están muy oscuras y peligrosas.,Salud,No urgente,0,0,0,2023,10
5844,Sofía,75,F,Bogotá,necesitamos más acceso a internet en la zona.,Salud,No urgente,1,1,0,2023,5
5845,Pedro,80,F,Bogotá,hay problemas con la recolección de basura.,Seguridad,Urgente,1,0,1,2024,4
5846,Ana,70,F,Cartagena,falta agua potable en varias casas.,Salud,Urgente,1,0,1,2023,3
5847,María,26,Otro,Cali,las basuras no se recogen a tiempo.,Educación,No urgente,1,1,1,2024,3
5848,Valentina,21,F,Bucaramanga,faltan médicos en el centro de salud.,Educación,No urgente,0,1,1,2024,11
5849,Camilo,23,Otro,Santa Marta,necesitamos más acceso a internet en la zona.,Seguridad,Urgente,0,1,1,2023,12
5850,Valentina,70,M,Santa Marta,necesitamos más acceso a internet en la zona.,Seguridad,Urgente,0,1,1,2024,7
5851,Sofía,56,M,Pereira,la contaminación del río está aumentando.,Educación,No urgente,1,0,1,2023,11
5852,Pedro,63,Otro,Bucaramanga,queremos más presencia policial.,Medio Ambiente,No urgente,1,1,0,2023,11
5853,Laura,16,F,Bucaramanga,falta agua potable en varias casas.,Educación,No urgente,1,0,1,2023,8
5854,Carlos,30,Otro,Bogotá,las basuras no se recogen a tiempo.,Educación,Urgente,1,0,0,2024,1
5855,Ana,42,Otro,Cali,falta agua potable en varias casas.,Salud,Urgente,1,0,0,2023,4
5856,Carlos,47,Otro,Manizales,necesitamos más acceso a internet en la zona.,Medio Ambiente,Urgente,1,0,1,2024,10
5857,Sofía,49,M,Manizales,necesitamos más acceso a internet en la zona.,Educación,Urgente,0,0,0,2023,5
5858,Ana,29,M,Bucaramanga,no tenemos centros culturales ni bibliotecas.,Educación,No urgente,1,0,1,2024,11
5859,Carlos,36,Otro,Bucaramanga,no tenemos centros culturales ni bibliotecas.,Salud,Urgente,1,0,0,2023,3
5860,Camilo,24,M,Medellín,falta agua potable en varias casas.,Seguridad,No urgente,0,1,1,2023,12
5861,Jorge,76,F,Bogotá,necesitamos más acceso a internet en la zona.,Medio Ambiente,Urgente,0,0,0,2024,3
5862,Carlos,56,F,Bucaramanga,las basuras no se recogen a tiempo.,Medio Ambiente,No urgente,0,1,0,2023,1
5863,María,69,M,Bogotá,necesitamos más acceso a internet en la zona.,Educación,Urgente,1,0,1,2024,5
5864,Valentina,58,M,Manizales,no tenemos centros culturales ni bibliotecas.,Medio Ambiente,Urgente,1,0,1,2024,5
5865,Pedro,62,F,Cali,las basuras no se recogen a tiempo.,Educación,No urgente,0,0,0,2023,3
5866,Camilo,48,F,Cartagena,falta agua potable en varias casas.,Salud,No urgente,0,0,1,2023,9
5867,Carlos,48,Otro,Cali,no tenemos centros culturales ni bibliotecas.,Educación,No urgente,1,1,1,2023,11
5868,Juan,72,M,Cartagena,la contaminación del río está aumentando.,Seguridad,Urgente,0,0,1,2023,9
5869,Juan,48,F,Cúcuta,no tenemos centros culturales ni bibliotecas.,Salud,No urgente,1,1,0,2024,10
5870,Carlos,20,Otro,Medellín,faltan médicos en el centro de salud.,Medio Ambiente,Urgente,1,0,0,2024,4
5871,Pedro,77,F,Medellín,Sin Comentario,Salud,No urgente,0,0,1,2023,1
5872,Pedro,53,F,Bogotá,la contaminación del río está aumentando.,Educación,Urgente,1,0,0,2024,4
5873,María,74,Otro,Cúcuta,hay problemas con la recolección de basura.,Educación,No urgente,0,0,0,2023,10
5874,Juan,64,Otro,Bogotá,faltan médicos en el centro de salud.,Salud,Urgente,1,0,0,2023,4
5875,Sofía,37,F,Bucaramanga,las basuras no se recogen a tiempo.,Seguridad,Urgente,1,1,0,2023,10
5876,Carlos,42,Otro,Medellín,faltan médicos en el centro de salud.,Educación,No urgente,1,1,0,2023,10
5877,Jorge,27,M,Medellín,no hay suficientes escuelas públicas.,Educación,No urgente,1,1,0,2023,7
5878,Laura,73,M,Cúcuta,no hay suficientes escuelas públicas.,Salud,No urgente,1,1,1,2024,11
5879,Camilo,38,Otro,Pereira,la contaminación del río está aumentando.,Medio Ambiente,Urgente,0,0,1,2023,12
5880,Ana,22,F,Bogotá,no tenemos centros culturales ni bibliotecas.,Medio Ambiente,No urgente,0,1,1,2024,9
5881,Jorge,29,Otro,Cali,la contaminación del río está aumentando.,Medio Ambiente,No urgente,1,1,1,2023,11
5882,Laura,77,F,Bucaramanga,necesitamos más acceso a internet en la zona.,Salud,No urgente,1,0,0,2023,10
